Year,Season,District,Paddy_Variety,Pest,Incidence_percent,Severity,Paddy_Age_Stage,Paddy_Age_Days,How_to_Reduce,Recommended_Fertilizers,Symptoms,How_to_Identify,Weather_Conditions,Soil_Conditions,Avg_Temp_C,Rainfall_mm,Humidity_%,Soil_pH,Soil_Moisture_%,Soil_Type,Organic_Matter_%
2016,Yala,Polonnaruwa,At 303,Rice Leaf-folder,22.4,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",30.581841,93.0978305,68.52871542,6.14,84.83127931,Reddish Brown Earth,2.123707262
2016,Yala,Polonnaruwa,BG 358,Sheath Blight,0,Low,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",29.00562143,104.92105,77.22853811,6.53,62.38765185,Alluvial Soil,2.09499643
2016,Yala,Polonnaruwa,At 303,Sheath Blight,12,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",32.66494671,148.9233931,68.31169444,6.51,64.82519218,Alluvial Soil,2.671638885
2017,Maha,Anuradhapura,Bg 94-1,Brown Planthopper (BPH),10.9,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",26.44562469,334.0561555,77.87092484,5.99,67.94962926,Low Humic Gley,3.935990247
2017,Maha,Anuradhapura,At 303,Brown Planthopper (BPH),15.3,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",28.59605152,252.357796,84.46889508,5.63,61.90671892,Low Humic Gley,2.823586271
2017,Maha,Anuradhapura,Suwandel,Paddy Bug,14.2,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,25.24026163,318.418751,78.78962165,5.65,64.39988264,Low Humic Gley,3.899840198
2017,Maha,Anuradhapura,BG 358,Paddy Bug,16.9,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.56235413,232.5119273,87.58377958,6.26,63.75299861,Reddish Brown Earth,2.726137675
2017,Maha,Anuradhapura,At 303,Paddy Bug,7.6,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,25.52806661,242.1286792,83.43985482,5.58,83.4568617,Low Humic Gley,3.935481697
2017,Maha,Anuradhapura,Suwandel,Rice Gall Midge,8.3,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,28.18880569,267.0118402,76.20908281,6.43,60.55812931,Low Humic Gley,3.271972834
2017,Maha,Anuradhapura,BG 358,Rice Gall Midge,10.8,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,27.84233879,331.5869824,82.80302921,6.48,81.30774948,Low Humic Gley,2.996256818
2017,Maha,Anuradhapura,Bg 94-1,Rice Gall Midge,16.1,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,25.88908042,208.9616622,83.72583438,6.13,73.40733104,Low Humic Gley,3.107080451
2017,Maha,Anuradhapura,Suwandel,Sheath Blight,18.7,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",25.16259265,205.314236,78.591904,5.99,69.45649099,Low Humic Gley,3.622580689
2017,Maha,Anuradhapura,BG 358,Sheath Blight,14.1,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",27.46997856,343.4268563,79.95253169,6.46,79.07651796,Reddish Brown Earth,2.379558075
2017,Maha,Anuradhapura,Bg 94-1,Sheath Blight,0.1,Low,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",29.04439696,220.4839267,76.56028359,5.83,62.12092154,Low Humic Gley,2.705101945
2017,Maha,Anuradhapura,At 303,Sheath Blight,15.5,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",28.12299575,244.6899287,84.54100595,5.74,80.13884274,Low Humic Gley,3.029796396
2017,Maha,Hambantota,Suwandel,Brown Planthopper (BPH),18.4,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",25.18808261,283.8391492,81.51465313,6.08,64.10034651,Reddish Brown Earth,2.25558813
2017,Maha,Hambantota,Bg 94-1,Paddy Bug,15.7,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.52566251,222.9988155,88.5264384,6.81,77.97560319,Reddish Brown Earth,3.066464122
2017,Maha,Hambantota,At 303,Paddy Bug,27.4,High,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,28.7170926,271.0323674,76.38206794,6.98,80.2748375,Regosols,2.097265322
2017,Maha,Hambantota,Suwandel,Rice Gall Midge,25.3,High,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.81905689,277.3235009,82.87128878,6.63,79.7483436,Reddish Brown Earth,3.807292294
2017,Maha,Hambantota,BG 358,Rice Gall Midge,4.5,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,26.90603863,260.6555117,79.07393026,6.06,73.04535033,Reddish Brown Earth,2.826502514
2017,Maha,Hambantota,Bg 94-1,Rice Gall Midge,13.1,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.45014506,253.3150996,79.27648425,6.74,65.43832983,Regosols,3.729250354
2017,Maha,Hambantota,At 303,Rice Gall Midge,5.5,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,25.4067937,203.4778567,88.58634461,7.13,72.16372766,Regosols,3.175800087
2017,Maha,Hambantota,Suwandel,Rice Leaf-folder,0,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",25.52026207,330.8399258,77.9643805,6.87,75.50803284,Reddish Brown Earth,3.806126046
2017,Maha,Hambantota,BG 358,Rice Leaf-folder,7.2,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",25.59715998,290.0383846,80.868484,6.28,82.78474531,Reddish Brown Earth,3.564005201
2017,Maha,Hambantota,Bg 94-1,Rice Leaf-folder,23.3,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",27.50865664,345.5510463,75.08742268,6.75,62.75326304,Reddish Brown Earth,2.246034695
2017,Maha,Hambantota,At 303,Rice Leaf-folder,19.6,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",25.80538992,204.1572875,83.23350893,6.21,70.03977891,Reddish Brown Earth,3.884263632
2017,Maha,Hambantota,BG 358,Sheath Blight,22.1,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",27.91315188,240.4545051,83.44244684,6.92,72.85287921,Reddish Brown Earth,3.900187191
2017,Maha,Kurunegala,Suwandel,Brown Planthopper (BPH),0,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",28.96125342,260.7762864,86.40478916,6.15,70.09161382,Reddish Brown Earth,2.890046933
2017,Maha,Kurunegala,BG 358,Brown Planthopper (BPH),24.8,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",25.727101,334.0896254,85.41886589,5.18,67.6170603,Lateritic Soil,2.689574987
2017,Maha,Kurunegala,At 303,Brown Planthopper (BPH),10.2,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.4027662,214.0262052,84.12123949,5.17,72.161717,Lateritic Soil,3.061571699
2017,Maha,Kurunegala,BG 358,Paddy Bug,6.5,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.05412626,334.8416896,76.31450938,5.35,63.0731187,Lateritic Soil,2.279307247
2017,Maha,Kurunegala,Bg 94-1,Paddy Bug,14.2,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,25.51843039,270.8687943,84.99047366,5.47,77.48137335,Lateritic Soil,3.974258351
2017,Maha,Kurunegala,At 303,Paddy Bug,23.6,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,27.58822296,328.5697797,85.19386145,5.19,83.02074664,Lateritic Soil,2.94525589
2017,Maha,Kurunegala,Suwandel,Rice Gall Midge,17.5,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,25.83519862,205.6155199,78.48839504,5.13,74.74300536,Lateritic Soil,3.0390591
2017,Maha,Kurunegala,Bg 94-1,Rice Gall Midge,0,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.65727183,322.6977561,81.3881453,6.9,76.85586998,Reddish Brown Earth,2.466797893
2017,Maha,Kurunegala,At 303,Rice Gall Midge,7.1,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,25.41571974,300.3334356,87.96126758,6.04,79.94050382,Reddish Brown Earth,2.856490789
2017,Maha,Kurunegala,Suwandel,Sheath Blight,20.9,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",26.61717227,315.5823187,77.78784009,5.14,72.62572597,Lateritic Soil,2.70917582
2017,Maha,Kurunegala,BG 358,Sheath Blight,18.5,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",29.65922612,329.197064,89.04796904,6.64,61.74278124,Reddish Brown Earth,3.356273108
2017,Maha,Kurunegala,Bg 94-1,Sheath Blight,16,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",29.9911148,322.5876505,87.72221193,6.67,62.97605098,Reddish Brown Earth,3.904104039
2017,Maha,Polonnaruwa,Bg 94-1,Brown Planthopper (BPH),14.7,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.21081751,230.3294674,87.76261049,6.36,61.70989133,Reddish Brown Earth,2.568254993
2017,Maha,Polonnaruwa,At 303,Brown Planthopper (BPH),11.9,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",27.23132496,254.6241422,79.82636576,6.8,65.57408405,Reddish Brown Earth,2.716698318
2017,Maha,Polonnaruwa,Suwandel,Paddy Bug,6.5,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.3223238,206.5612892,88.76853051,6.28,80.62016804,Reddish Brown Earth,2.70034312
2017,Maha,Polonnaruwa,BG 358,Paddy Bug,15,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,26.18703163,232.4599086,80.20384036,6.96,72.16369415,Alluvial Soil,3.867962472
2017,Maha,Polonnaruwa,BG 358,Rice Gall Midge,8.8,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,26.68269907,234.8287451,82.44455857,6.09,79.13497249,Reddish Brown Earth,2.085042801
2017,Maha,Polonnaruwa,At 303,Rice Gall Midge,15.4,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,28.49447318,226.8435005,81.6050692,6.54,70.13616063,Alluvial Soil,3.418453132
2017,Maha,Polonnaruwa,Suwandel,Rice Leaf-folder,34.8,High,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",26.38542346,218.9174598,89.67696312,6.67,76.10295668,Alluvial Soil,2.619580205
2017,Maha,Polonnaruwa,Bg 94-1,Rice Leaf-folder,0,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",27.74639031,258.7699814,78.99804038,7,63.92913406,Alluvial Soil,2.708928878
2017,Maha,Polonnaruwa,Suwandel,Sheath Blight,2.1,Low,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",25.01680655,231.0020973,83.47557752,6.68,70.43994867,Alluvial Soil,3.237880645
2017,Maha,Polonnaruwa,BG 358,Sheath Blight,13.1,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",25.77585415,208.1849975,88.41812736,6.12,66.30272215,Reddish Brown Earth,3.770284694
2017,Maha,Polonnaruwa,Bg 94-1,Sheath Blight,11.7,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",26.40915024,311.1657975,86.16626849,6.71,80.41623891,Alluvial Soil,3.896805635
2017,Maha,Polonnaruwa,At 303,Sheath Blight,14.9,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",25.82770433,282.0911702,88.8580274,7.19,62.3169576,Alluvial Soil,3.794538459
2017,Yala,Anuradhapura,Suwandel,Brown Planthopper (BPH),35.9,High,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",31.10302091,104.8682773,78.81355555,6.12,84.05536073,Low Humic Gley,2.437055306
2017,Yala,Anuradhapura,Bg 94-1,Brown Planthopper (BPH),6.1,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.7025009,87.07871762,71.4171579,6.51,80.9882206,Reddish Brown Earth,3.431029932
2017,Yala,Anuradhapura,At 303,Brown Planthopper (BPH),15,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",32.55039611,109.1924812,71.95888585,6.11,77.45057506,Reddish Brown Earth,3.445761879
2017,Yala,Anuradhapura,Suwandel,Paddy Bug,12.4,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,33.58011463,86.02866565,73.4098931,6.37,73.48650793,Reddish Brown Earth,3.084884739
2017,Yala,Anuradhapura,BG 358,Paddy Bug,2.8,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,28.71332502,53.50517172,74.36053348,5.75,62.42076894,Low Humic Gley,3.558278518
2017,Yala,Anuradhapura,BG 358,Rice Gall Midge,23.1,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.62268276,67.58871697,76.20976579,6.04,63.68758366,Reddish Brown Earth,3.569226298
2017,Yala,Anuradhapura,Suwandel,Rice Leaf-folder,16.9,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",30.5291558,99.3626893,67.27865646,6.46,66.1263968,Reddish Brown Earth,3.579076893
2017,Yala,Anuradhapura,BG 358,Rice Leaf-folder,14.8,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",28.5462486,75.08755413,67.13679953,6.75,78.29395664,Reddish Brown Earth,2.021243418
2017,Yala,Anuradhapura,Bg 94-1,Rice Leaf-folder,4.5,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",31.72383943,114.1488097,77.59869168,6.71,84.92580764,Reddish Brown Earth,2.741853163
2017,Yala,Anuradhapura,At 303,Rice Leaf-folder,7.2,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",33.78046327,87.17156756,68.11278553,5.95,72.52141393,Low Humic Gley,2.713211759
2017,Yala,Anuradhapura,Bg 94-1,Sheath Blight,15.9,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",31.5416764,145.8531309,73.05079056,6.9,84.26485113,Reddish Brown Earth,3.611957792
2017,Yala,Anuradhapura,At 303,Sheath Blight,31.6,High,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",33.62518696,137.5645464,78.41712809,6.53,82.69627023,Reddish Brown Earth,3.771664457
